City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,gadzhiyevo,69.2551,33.3362,12.04,95,89,5.08,RU,1701735416
362,markaz-e woluswali-ye achin,34.1258,70.7078,51.3,27,0,2.37,AF,1701735768
363,auna,10.1881,4.7232,77.11,28,2,4.41,NG,1701735768
364,camapua,-19.5314,-54.0439,77.32,70,99,2.86,BR,1701735769
365,kutum,14.2,24.6667,64.98,16,97,5.99,SD,1701735769
366,talcahuano,-36.7167,-73.1167,62.28,67,0,4.61,CL,1701735716
367,port-gentil,-0.7193,8.7815,79.65,83,100,6.17,GA,1701735769
368,mount gambier,-37.8333,140.7667,75.52,37,64,5.64,AU,1701735484
369,san julian,21.0167,-102.1667,50.74,90,100,7.0,MX,1701735770
370,lockwood,45.8191,-108.4149,46.29,40,100,0.0,US,1701735770
371,bakchar,57.0186,82.0711,-4.18,88,100,3.91,RU,1701735770
372,happy valley-goose bay,53.3168,-60.3315,5.31,85,20,8.05,CA,1701735503
373,peqin,41.0461,19.7511,42.66,79,98,2.62,AL,1701735770
374,kigali,-1.95,30.0588,62.73,93,100,3.0,RW,1701735771
375,irymple,-34.25,142.1667,89.1,36,45,13.35,AU,1701735771
376,svyetlahorsk,52.6329,29.7389,22.75,93,97,10.25,BY,1701735771
377,mayfield,36.7417,-88.6367,43.12,88,72,4.72,US,1701735771
378,gereida,11.2811,25.1414,72.54,18,33,8.37,SD,1701735772
379,cambria,35.5641,-121.0808,68.23,63,79,4.7,US,1701735579
380,south hedland,-20.4089,118.5983,87.73,62,10,12.66,AU,1701735772
381,parry sound,45.3501,-80.033,26.65,80,100,4.43,CA,1701735600
382,woodland park,40.8898,-74.1949,46.78,70,0,7.0,US,1701735475
383,kerikeri,-35.2268,173.9474,66.9,93,100,1.54,NZ,1701735773
384,staraya stanitsa,48.35,40.2833,27.16,70,68,7.47,RU,1701735773
385,san antonio oeste,-40.7319,-64.9477,71.2,24,0,6.76,AR,1701735773
386,shitanjing,39.2342,106.3439,32.0,42,2,23.64,CN,1701735773
387,la junta,37.985,-103.5438,55.18,28,0,5.75,US,1701735773
388,el bagre,7.5927,-74.8086,78.08,95,40,0.63,CO,1701735774
389,rio grande,-32.035,-52.0986,63.95,66,20,14.76,BR,1701735774
390,kavaratti,10.5669,72.642,83.46,72,100,11.83,IN,1701735548
391,gadani,25.1185,66.7299,57.42,40,0,7.16,PK,1701735774
392,valparaiso,-33.0393,-71.6273,58.64,77,40,8.05,CL,1701735497
393,sao joao da barra,-21.6403,-41.0511,78.89,94,20,8.9,BR,1701735775
394,axim,4.8699,-2.2405,79.65,85,4,5.53,GH,1701735775
395,new norfolk,-42.7826,147.0587,73.71,41,100,4.54,AU,1701735498
396,kimbe,-5.5502,150.1429,87.08,62,91,1.48,PG,1701735775
397,nizhnyaya omka,55.4338,74.9426,9.37,95,100,14.05,RU,1701735775
398,urangan,-25.3,152.9,79.74,71,4,11.03,AU,1701735776
399,santa ana,33.7456,-117.8678,79.86,54,40,6.91,US,1701735568
400,srandakan,-7.9386,110.2506,80.02,82,99,6.93,ID,1701735776
401,saynshand,44.8824,110.1163,24.82,76,75,11.39,MN,1701735776
402,yangambi,0.8102,24.4336,66.15,99,73,0.6,CD,1701735777
403,conde,-7.2597,-34.9075,80.06,83,20,5.75,BR,1701735777
404,el granada,37.5027,-122.4694,66.63,80,0,10.36,US,1701735445
405,mukharram al fawqani,34.8151,37.0861,56.98,60,100,3.69,SY,1701735777
406,long beach,33.767,-118.1892,78.96,66,0,12.66,US,1701735602
407,trashi yangtse,27.6116,91.498,44.6,52,92,5.86,BT,1701735778
408,zamania,25.4333,83.5667,65.66,64,100,5.19,IN,1701735778
409,nieuw amsterdam,5.8833,-55.0833,81.14,83,20,3.44,SR,1701735440
410,port hedland,-20.3167,118.5667,87.85,62,12,12.66,AU,1701735778
411,jingdezhen,29.2947,117.2079,47.01,91,54,1.7,CN,1701735778
412,mezhdurechenskiy,59.6,65.9333,5.32,95,100,10.74,RU,1701735779
413,tomatlan,19.9333,-105.25,75.07,71,100,2.71,MX,1701735420
414,gizo,-8.103,156.8419,80.74,85,100,25.99,SB,1701735779
415,varias,46.0167,20.95,33.22,65,100,6.22,RO,1701735779
416,walvis bay,-22.9575,14.5053,63.55,77,29,4.61,NA,1701735779
417,pimentel,-6.8367,-79.9342,71.89,68,0,20.71,PE,1701735780
418,prieska,-29.6641,22.7474,64.26,19,0,6.62,ZA,1701735780
419,eilat,29.5581,34.9482,64.24,48,0,3.44,IL,1701735780
420,waddan,29.1614,16.139,53.55,71,3,4.47,LY,1701735780
421,muisne,0.6,-80.0333,78.08,85,90,7.94,EC,1701735525
422,toma,12.7667,-2.8833,74.89,19,5,8.52,BF,1701735781
423,aqsay,51.1678,52.995,26.65,76,100,9.89,KZ,1701735781
424,tomsk,58.5,82.5,-15.72,95,100,2.3,RU,1701735781
425,beroroha,-21.6667,45.1667,75.11,62,31,1.86,MG,1701735782
426,kyongwon,42.8136,130.1528,30.43,82,10,0.31,KP,1701735782
427,fuglafjordur,62.244,-6.814,36.07,62,100,13.0,FO,1701735783
428,baiyin,36.5583,104.2081,32.14,34,15,7.9,CN,1701735783
429,anacapri,40.5558,14.2136,55.13,71,75,0.0,IT,1701735783
430,jaguaruna,-28.615,-49.0256,67.78,94,100,8.25,BR,1701735784
431,roswell,34.0232,-84.3616,56.98,48,0,9.22,US,1701735784
432,biltine,14.5333,20.9167,74.12,13,89,8.77,TD,1701735784
433,magdagachi,53.45,125.8,11.62,92,100,9.69,RU,1701735574
434,atbasar,51.8,68.3333,35.82,82,100,21.03,KZ,1701735785
435,ta`u,-14.2336,-169.5144,81.03,81,40,17.98,AS,1701735785
436,grand gaube,-20.0064,57.6608,73.38,86,75,10.89,MU,1701735786
437,prainha,-1.8,-53.48,81.39,65,94,5.46,BR,1701735786
438,kalmunai,7.4167,81.8167,77.38,89,86,6.08,LK,1701735786
439,kill devil hills,36.0307,-75.676,57.97,81,0,4.61,US,1701735443
440,genhe,50.7833,121.5167,19.4,71,100,7.43,CN,1701735787
441,fort st. john,56.2499,-120.8529,33.69,75,75,9.22,CA,1701735787
442,zuni pueblo,35.0725,-108.8506,47.03,61,41,4.34,US,1701735787
443,eyl,7.9803,49.8164,75.4,64,43,18.86,SO,1701735511
444,priargunsk,50.3691,119.1012,13.68,93,100,4.99,RU,1701735788
445,contamana,-7.3333,-75.0167,81.81,62,100,3.24,PE,1701735788
446,floro,61.5996,5.0328,30.16,74,100,6.91,NO,1701735789
447,necochea,-38.5473,-58.7368,52.83,67,0,11.83,AR,1701735789
448,bavly,54.393,53.2602,12.92,92,100,11.41,RU,1701735790
449,tarauaca,-8.1614,-70.7656,73.63,98,100,2.68,BR,1701735790
450,pingnan,23.5543,110.3976,55.6,88,78,2.64,CN,1701735790
451,kavieng,-2.5744,150.7967,84.2,72,69,7.61,PG,1701735790
452,canutama,-6.5339,-64.3831,77.27,75,99,1.5,BR,1701735791
453,wanxian,30.8039,108.3897,51.31,95,64,3.4,CN,1701735791
454,vizinga,61.0749,50.1031,8.87,95,100,4.97,RU,1701735558
455,malindi,-3.2175,40.1191,79.79,82,81,7.0,KE,1701735792
456,marrakesh,31.6315,-8.0083,57.27,72,0,2.3,MA,1701735786
457,paita,-5.0892,-81.1144,69.33,82,49,12.68,PE,1701735792
458,sao manuel,-22.7311,-48.5706,72.75,83,99,6.96,BR,1701735792
459,anloga,5.7947,0.8973,82.27,80,0,6.78,GH,1701735793
460,pasvalys,56.0594,24.4036,13.51,98,54,4.43,LT,1701735794
461,victoria point,-27.5833,153.3,87.49,66,23,8.12,AU,1701735794
462,argo,37.6333,22.7333,57.78,86,97,4.18,GR,1701735527
463,cromwell,41.5951,-72.6454,47.44,78,20,4.61,US,1701735567
464,polyarnyy,69.1989,33.4478,13.12,93,83,5.39,RU,1701735475
465,vic-en-bigorre,43.3833,0.05,46.36,83,100,12.21,FR,1701735795
466,constantia,44.1833,28.65,32.7,64,10,6.62,RO,1701735361
467,campoverde,-8.4753,-74.8058,85.69,81,98,0.49,PE,1701735796
468,eraan,9.0629,117.7016,82.81,74,20,3.2,PH,1701735796
469,jeddah,21.5169,39.2192,80.46,69,20,0.0,SA,1701735536
470,borisoglebskiy,57.2586,39.1508,12.72,94,100,7.2,RU,1701735678
471,wakkanai,45.4094,141.6739,42.78,67,40,14.97,JP,1701735797
472,mudanjiang,44.5833,129.6,15.51,97,60,1.88,CN,1701735797
473,moranbah,-22.0016,148.0466,87.93,47,1,12.37,AU,1701735797
474,aykhal,66.0,111.5,-38.87,100,99,5.73,RU,1701735529
475,dadukou,26.5479,101.7054,50.77,87,100,1.5,CN,1701735798
476,margate,51.3813,1.3862,44.69,95,100,4.0,GB,1701735519
477,nema,57.5067,50.5011,8.08,95,96,7.67,RU,1701735798
478,severo-yeniseyskiy,60.3725,93.0408,-19.43,99,100,4.0,RU,1701735799
479,xining,36.6167,101.7667,30.2,39,53,0.54,CN,1701735799
480,huainan,32.6264,116.9969,46.49,50,0,6.15,CN,1701735799
481,nadi,-17.8,177.4167,87.8,62,40,13.8,FJ,1701735768
482,bargaal,11.2864,51.0773,75.88,77,56,14.94,SO,1701735800
483,kenai,60.5544,-151.2583,31.14,62,40,14.97,US,1701735800
484,tongliao,43.6125,122.2653,25.09,74,10,14.43,CN,1701735801
485,madalena,41.2162,-8.3345,47.46,97,47,2.93,PT,1701735801
486,kibaha,-6.7667,38.9167,73.62,92,26,2.13,TZ,1701735801
487,aliveri,38.4167,24.0333,56.41,86,100,7.81,GR,1701735802
488,ak-dovurak,51.1833,90.6,1.11,80,84,1.99,RU,1701735802
489,tambopata,-12.7333,-69.1833,73.9,98,92,0.51,PE,1701735803
490,miass,55.045,60.1083,22.39,83,92,11.99,RU,1701735803
491,lasem,-6.6922,111.4527,80.49,81,77,6.55,ID,1701735803
492,corner brook,48.9667,-57.9484,30.36,96,100,1.72,CA,1701735520
493,petrolina,-9.3986,-40.5008,78.85,65,40,2.3,BR,1701735804
494,ritchie,-29.038,24.6028,65.41,12,35,9.57,ZA,1701735804
495,ewo,-0.8725,14.8206,72.14,95,100,3.65,CG,1701735804
496,wetumpka,32.5437,-86.2119,57.15,55,61,5.59,US,1701735805
497,anderson,34.5334,-82.6499,58.82,42,0,6.91,US,1701735543
498,phanom thuan,14.1303,99.6986,74.59,88,93,3.24,TH,1701735805
499,homer,59.6425,-151.5483,33.69,75,100,12.66,US,1701735805
500,leh,34.1667,77.5833,15.4,41,1,6.67,IN,1701735541
501,juarez,31.7333,-106.4833,63.41,24,0,4.61,MX,1701735722
502,carutapera,-1.195,-46.02,78.33,82,43,6.96,BR,1701735436
503,tamandare,-8.7597,-35.1047,79.09,85,91,9.66,BR,1701735806
504,ebon,4.582,168.6964,82.63,78,99,17.11,MH,1701735807
505,bangar,16.8936,120.4243,81.46,71,50,3.2,PH,1701735807
506,ampanihy,-24.7,44.75,66.42,89,0,4.92,MG,1701735807
507,sarwar,26.0667,75.0,60.19,88,1,6.44,IN,1701735808
508,yushu,44.8,126.5333,19.27,93,34,7.7,CN,1701735808
509,vilhena,-12.7406,-60.1458,70.07,96,97,1.48,BR,1701735518
510,greymouth,-42.4667,171.2,61.86,69,81,6.11,NZ,1701735530
511,puerto deseado,-47.7503,-65.8938,61.2,43,5,23.78,AR,1701735809
512,najran,17.4924,44.1277,54.25,57,14,2.51,SA,1701735569
513,jinchang,38.4953,102.1739,31.78,34,32,10.87,CN,1701735809
514,bijie,27.3125,105.2942,45.36,92,100,3.74,CN,1701735809
515,suntar,62.1444,117.6319,-41.31,96,99,6.4,RU,1701735810
516,al wajh,26.2455,36.4525,73.35,56,0,0.0,SA,1701735810
517,mwene-ditu,-7.0,23.45,61.45,97,94,0.47,CD,1701735810
518,at-bashi,41.1702,75.8106,19.2,71,8,2.82,KG,1701735811
519,quesnel,52.9999,-122.5029,39.7,81,100,14.97,CA,1701735811
520,harper,4.375,-7.7169,79.63,86,4,6.82,LR,1701735811
521,bardai,11.65,7.2333,70.29,20,94,7.7,NG,1701735812
522,askoy,60.4092,5.226,27.75,100,29,3.44,NO,1701735812
523,taulaga,-11.0553,-171.0883,83.39,76,86,14.45,AS,1701735812
524,hadibu,12.65,54.0333,76.95,69,46,16.24,YE,1701735462
525,athni,16.7333,75.0667,69.19,73,100,8.95,IN,1701735813
526,kitimat,54.0524,-128.6534,37.78,64,100,1.59,CA,1701735813
527,springs,-26.25,28.4,70.66,56,42,7.27,ZA,1701735813
528,sao paulo de olivenca,-3.3783,-68.8725,75.51,95,88,2.57,BR,1701735523
529,ashgabat,37.95,58.3833,44.46,76,0,4.61,TM,1701735814
530,yermolayevo,52.7167,55.8,19.42,95,100,6.38,RU,1701735814
531,ghat,24.9647,10.1728,56.95,32,0,1.48,LY,1701735531
532,ulsteinvik,62.3432,5.8487,30.76,78,73,5.99,NO,1701735815
533,vorkuta,67.5,64.0,-18.35,94,5,5.21,RU,1701735815
534,thunder bay,48.4001,-89.3168,33.78,80,100,3.44,CA,1701735780
535,kudymkar,59.0173,54.656,3.92,97,99,4.25,RU,1701735816
536,usinsk,65.9939,57.5281,-14.93,94,65,8.01,RU,1701735443
537,janakpur,26.7183,85.9065,63.01,49,80,4.76,NP,1701735816
538,quellon,-43.1167,-73.6167,52.23,88,47,9.93,CL,1701735469
539,rajapur,25.3833,81.15,61.41,76,77,4.09,IN,1701735817
540,praia,14.9215,-23.5087,77.54,78,75,18.41,CV,1701735752
541,kokshetau,53.2775,69.3883,36.1,87,100,21.41,KZ,1701735817
542,celano,42.0855,13.5398,40.57,74,100,1.99,IT,1701735817
543,ville platte,30.688,-92.2715,59.95,45,19,6.6,US,1701735818
544,grand falls-windsor,48.9332,-55.6649,30.51,92,100,6.82,CA,1701735441
545,jizzax,40.1158,67.8422,49.48,40,46,1.5,UZ,1701735818
546,choyr,46.3611,108.3611,19.53,82,41,20.22,MN,1701735819
547,seydi,39.4816,62.9137,53.71,37,3,9.15,TM,1701735819
548,tame,6.461,-71.73,77.94,63,92,4.74,CO,1701735820
549,robinson,31.4677,-97.1147,58.51,47,0,3.44,US,1701735820
550,bubaque,11.2833,-15.8333,82.72,69,2,11.97,GW,1701735528
551,mamou,10.5,-12.0,69.17,34,8,2.1,GN,1701735820
552,port-vila,-17.7338,168.3219,83.8,74,75,12.66,VU,1701735820
553,murshidabad,24.1833,88.2667,73.33,46,100,4.23,IN,1701735821
554,bom jesus,-9.0744,-44.3586,75.34,68,67,0.58,BR,1701735821
555,canakkale,40.0833,26.8333,46.92,95,100,9.62,TR,1701735821
556,quibala,-10.7337,14.98,59.58,98,94,0.76,AO,1701735821
557,bambanglipuro,-7.95,110.2833,79.95,82,99,7.2,ID,1701735442
558,morant bay,17.8815,-76.4093,83.82,82,6,9.84,JM,1701735822
559,rikaze,29.25,88.8833,20.75,60,0,2.55,CN,1701735551
560,marinette,45.1,-87.6307,30.69,93,75,0.0,US,1701735822
561,keokuk,40.3973,-91.3849,40.08,87,20,11.5,US,1701735822
562,tulun,54.5611,100.5792,3.67,75,91,18.3,RU,1701735334
563,kirchlinteln,52.95,9.3167,30.88,93,100,13.0,DE,1701735823
564,chernyshevskiy,63.0128,112.4714,-41.64,99,65,4.23,RU,1701735823
565,felixstowe,51.9637,1.3511,43.83,87,100,3.0,GB,1701735823
566,shimoda,34.6667,138.95,53.96,60,100,1.74,JP,1701735823
567,fort mcmurray,56.7268,-111.381,29.79,86,0,5.75,CA,1701735442
568,nadym,65.5333,72.5167,-35.66,100,54,4.5,RU,1701735824
569,port saint john's,-31.6229,29.5448,65.7,88,100,10.29,ZA,1701735824
570,cabo san lucas,22.8909,-109.9124,82.71,54,0,4.61,MX,1701735480
